URI,streams,title,date,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,popularity,duration_min,tempo_norm
1EJIcDYXwSqipW5dFe4uJz,69197219.0,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),2021-12-31,DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,4,0.81,3.942066666666667,0.6509113339936774
6K4t31amVTZDgR3sKmwUJJ,66834957.0,The Less I Know The Better,2021-12-31,Tame Impala,"['australian psych', 'neo-psychedelic']",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,4,0.87,3.605333333333333,0.4540952200190986
2gMXnyrvIjhVBUZwvLZDMP,66553758.0,Before You Go,2021-12-29,Lewis Capaldi,"['pop', 'uk pop']",0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,4,0.86,3.5851166666666665,0.4244509160789803
3PfIrDoz19wz7qK7tYeu62,66457167.0,Don't Start Now,2021-12-31,Dua Lipa,"['dance pop', 'pop', 'uk pop']",0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,4,0.85,3.0548333333333333,0.4960349705514268
1K5KBOgreBi5fkEHvg5ap3,65159280.0,Life Is Good (feat. Drake),2021-09-05,Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,0.537,4,0.77,3.9653,0.6034080866434558
5W8jRrZ6tWrTrqnKRtIQBf,64787724.0,p r i d e . i s . t h e . d e v i l (with Lil Baby),2021-10-21,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,4,0.82,3.636833333333333,0.2885426366704429
5OELUCYgOHKFAvCERnAvfS,64652555.0,More Than My Hometown,2021-12-31,Morgan Wallen,['contemporary country'],0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,4,0.78,3.60955,0.5083066922105114
54bFM56PmE4YLRnqpW6Tha,63538451.0,Therefore I Am,2021-06-17,Billie Eilish,"['art pop', 'electropop', 'pop']",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,4,0.8,2.90535,0.3184479148749399
4Iedi94TIaB2GGb1nMB68v,63326585.0,On Me,2021-06-24,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,4,0.79,2.266,0.2233287267421514
2etHQJxIbV0soyPhelVs9Y,62045025.0,Best Friend (feat. Doja Cat),2021-04-22,Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,4,0.81,2.5980666666666665,0.3185012959744719
2mt1IqcFyY1zmYZT8Q3xw9,61905251.0,hot girl bummer,2021-08-31,blackbear,"['pop', 'pop rap']",0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,1,0.24,3.1390666666666664,0.53187148203726
0e8nrvls4Qqv5Rfa2UhqmO,60773970.0,THATS WHAT I WANT,2021-12-31,Lil Nas X,"['lgbtq+ hip hop', 'pop']",0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,4,0.95,2.39835,0.2826944406550454
7fBv7CLKzipRk6EC6TWHOB,60755352.0,The Hills,2021-12-31,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,4,0.87,4.03755,0.4311057598206395
2JvzF1RMd7lE3KmFlsyZD8,59927958.0,MIDDLE CHILD,2021-12-31,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,4,0.84,3.5599,0.4962366324829921
2BITQ360Knh6qNAOqR7Dyq,59372414.0,Miss The Rage (feat. Playboi Carti),2021-08-19,Trippie Redd,"['melodic rap', 'rap', 'trap']",0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,4,0.82,3.94805,0.2175932241590993
3w1WjD2zJqjBjDz5fwqQPJ,59187143.0,Tyler Herro,2021-10-13,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,4,0.78,2.609633333333333,0.4905841671658788
2iUmqdfGZcHIhS3b9E9EWq,59023862.0,Everybody Talks,2021-12-31,Neon Trees,"['modern alternative rock', 'modern rock', 'pop', 'pop rock', 'post-teen pop', 'rock']",0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,4,0.84,2.9546666666666668,0.6799684458389434
1SC5rEoYDGUK4NfG82494W,58788484.0,MONTERO (Call Me By Your Name),2021-12-31,Lil Nas X,"['lgbtq+ hip hop', 'pop']",0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,4,0.9,2.2950666666666666,0.8212504226003713
2TOzTqQXNmR2zDJXihjZ2e,58572337.0,enough for you,2021-09-02,Olivia Rodrigo,['pop'],0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,4,0.82,3.38045,0.2856837822288388
0uRrG2jRR5tuifsYIJHEao,57667882.0,Sand In My Boots,2021-12-31,Morgan Wallen,['contemporary country'],0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,4,0.8,3.368883333333333,0.175315393329735
0gplL1WMoJ6iYaPgMCL0gX,57221003.0,Easy On Me,2021-11-18,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,4,0.95,3.744916666666666,0.6029810378471996
0u2P5u6lvoDfwTYjAADbn4,57160571.0,lovely (with Khalid),2021-12-30,Billie Eilish,"['art pop', 'electropop', 'pop']",0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,4,0.9,3.3364333333333334,0.4446349029353674
2HbKqm4o0w5wEeEFXm2sD4,56706903.0,Money Trees,2021-12-31,"Kendrick Lamar, Jay Rock","['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,4,0.81,6.44845,0.1878718141863237
1nahzW3kfMuwReTka28tH5,56691918.0,Hold On,2021-07-29,Justin Bieber,"['canadian pop', 'pop']",0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,4,0.8,2.846883333333333,0.5912431271834353
79s5XnCN4TJKTVMSmOx8Ep,56452625.0,Dior,2021-08-28,Pop Smoke,['brooklyn drill'],0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,4,0.85,3.60645,0.6036512672079906
4qu63nuBpdn0qHUHuObEj1,56427745.0,Leave Before You Love Me (with Jonas Brothers),2021-11-11,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,4,0.88,2.58305,0.4724642494913967
6rTInqW3YECMkQsBEHw4sd,55875922.0,Solid (feat. Drake),2021-09-02,"Young Stoner Life, Young Thug, Gunna","['hip hop', 'rap', 'trap']",0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,4,0.8,3.594883333333333,0.5081168927455085
2rxQMGVafnNaRaXlRMWPde,55646383.0,Beautiful Crazy,2021-09-06,Luke Combs,"['contemporary country', 'country', 'country road']",0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,4,0.8,3.22,0.3736321093244918
61KpQadow081I2AsbeLcsb,55343358.0,deja vu,2021-05-20,Olivia Rodrigo,['pop'],0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,4,0.26,3.5918,0.834933777780414
7FIWs0pqAYbP91WWM0vlTQ,55281918.0,Godzilla (feat. Juice WRLD),2021-12-27,Eminem,"['detroit hip hop', 'hip hop', 'rap']",0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,4,0.88,3.513333333333333,0.7454136738652068
3tjFYV6RSFtuktYl3ZtYcq,54921612.0,Mood (feat. iann dior),2021-03-25,24kGoldn,"['cali rap', 'pop rap']",0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,4,0.17,2.3421,0.3005355903653047
5enxwA8aAbwZbf5qCHORXi,53716958.0,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2021-12-31,Taylor Swift,['pop'],0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,4,0.9,10.217116666666668,0.3125997188595424
3NqBxTOMCJ3zW9CIP51td4,53685000.0,Jugaste y SufrÃÂ­,2021-12-31,"Eslabon Armado, DannyLux","['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'sierreno']",0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,1,0.86,4.586566666666666,0.9480305339889324
161DnLWsx1i3u1JT05lzqU,53671884.0,Talking to the Moon,2021-12-31,Bruno Mars,"['dance pop', 'pop']",0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,4,0.85,3.6311166666666654,0.6260298103784719
5Kskr9LcNYa0tpt5f0ZEJx,53634566.0,Calling My Phone,2021-04-01,"Lil Tjay, 6LACK","['brooklyn drill', 'melodic rap', 'nyc rap']",0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,4,0.07,3.4243,0.3833356069727578
40uMIn2zJLAQhNXghRjBed,53597602.0,Motley Crew,2021-11-11,Post Malone,"['dfw rap', 'melodic rap', 'rap']",0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,4,0.84,3.0702166666666666,0.5314147770745971
0BGwAKW4u8kWOhWFflZxfl,53496777.0,Astronaut In The Ocean,2021-09-09,Masked Wolf,['australian hip hop'],0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,4,0.64,2.213,0.6505198725971092
4saklk6nie3yiGePpBwUoc,53149613.0,Dynamite,2021-08-12,BTS,"['k-pop', 'k-pop boy group']",0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,4,0.62,3.3175666666666666,0.4372801736665104
3fqwjXwUGN6vbzIwvyFMhx,52971122.0,Tennessee Whiskey,2021-12-31,Chris Stapleton,"['contemporary country', 'outlaw country']",0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,4,0.82,4.888216666666667,0.0498164283299426
5RwV8BvLfX5injfqYodke9,52947688.0,Todo De Ti,2021-11-06,Rauw Alejandro,"['puerto rican pop', 'trap latino']",0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,4,0.64,3.3267333333333333,0.5198310784761476
1diS6nkxMQc3wwC4G1j0bh,52250269.0,We're Good,2021-07-15,Dua Lipa,"['dance pop', 'pop', 'uk pop']",0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,4,0.82,2.75845,0.5557031773616687
0A1hoCfMLkiAgvhWkkucJa,52173372.0,Body,2021-05-30,Megan Thee Stallion,"['dance pop', 'houston rap', 'pop', 'trap queen']",0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,4,0.78,2.8511166666666665,0.3187859951719761
2vWBUC9djv6BtiGlmKiQaH,50962377.0,YKWIM?,2021-12-31,Yot Club,['bedroom pop'],0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,3,0.87,3.5458333333333334,0.4947597553959394
3JKgcAa7r07ocVWcV8bS0H,50961450.0,21,2021-07-29,Polo G,['chicago rap'],0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,4,0.81,2.729966666666667,0.8049158061435713
6Gg1gjgKi2AK4e0qzsR7sd,50851488.0,Bandit (with YoungBoy Never Broke Again),2021-12-28,Juice WRLD,"['chicago rap', 'melodic rap']",0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,4,0.81,3.155383333333333,0.8287830888676682
4eNOLmx8r2IJAVKvBBL1jv,50440124.0,Headshot (feat. Polo G & Fivio Foreign),2021-08-19,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,4,0.81,2.4058166666666665,0.4607441325274764
1sx0XsWUusUoPstbvokZjP,49729447.0,A-O-K,2021-11-14,Tai Verdes,['modern indie pop'],0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,4,0.81,2.894,0.2501141762406657
4wcBRRpIfesgcyUtis7PEg,49354316.0,"1 step forward, 3 steps back",2021-08-26,Olivia Rodrigo,['pop'],0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,4,0.81,2.72645,0.762549006814987
4obHzpwGrjoTuZh2DItEMZ,48909646.0,7 Summers,2021-07-24,Morgan Wallen,['contemporary country'],0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,4,0.76,3.50845,0.9702548650940992
2XIc1pqjXV3Cr2BQUGNBck,48885398.0,LA NOCHE DE ANOCHE,2021-07-10,"Bad Bunny, ROSALÃÂA","['latin', 'reggaeton', 'trap latino']",0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,4,0.87,3.386683333333333,0.2471782157664042
7H0ya83CMmgFcOhw0UB6ow,48833282.0,Space Song,2021-12-31,Beach House,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,4,0.83,5.341116666666666,0.6331472903160755
3jjujdWJ72nww5eGnfs2E7,48549711.0,Adore You,2021-11-10,Harry Styles,['pop'],0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,4,0.86,3.4522166666666667,0.348335399379593
57RA3JGafJm5zRtKJiKPIm,47172759.0,Are You Bored Yet? (feat. Clairo),2021-10-13,Wallows,"['indie pop', 'modern rock', 'pop']",0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,4,0.84,2.966666666666667,0.4727430174556195
2EjXfH91m7f8HiJN1yQg97,47106913.0,Rockin' Around The Christmas Tree,2021-12-27,Brenda Lee,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,4,0.77,2.10445,0.1594137569024727
2r6OAV3WsYtXuXjvJ1lIDi,46689361.0,Hello (feat. A Boogie Wit da Hoodie),2021-06-02,Pop Smoke,['brooklyn drill'],0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,4,0.83,3.175566666666666,0.5376722281864068
5B0kgjHULYJhAQkK5XsMoC,46579046.0,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),2021-10-21,"Tyler, The Creator","['hip hop', 'rap']",0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,4,0.82,2.0262166666666666,0.6051518692281687
6f5ExP43esnvdKPddwKXJH,46426226.0,Better Days (NEIKED x Mae Muller x Polo G),2021-12-31,NEIKED,['scandipop'],0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,4,0.9,2.6776166666666668,0.4136145528739791
0bYg9bo50gSsH3LtXe2SQn,46170427.0,All I Want for Christmas Is You,2021-12-27,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,4,0.81,4.01845,0.6521628242160392
6AGOKlMZWLCaEJGnaROtF9,45690139.0,Put Your Records On,2021-06-24,Ritt Momney,"['bedroom pop', 'indie pop']",0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,4,0.82,3.5077166666666666,0.3009922953279675
42lqBjPYlmL1EXpMDXvhSN,45469512.0,SomebodyÃ¢ÂÂs Problem,2021-05-13,Morgan Wallen,['contemporary country'],0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,4,0.71,2.6962166666666665,0.57324183417458
2bgTY4UwhfBYhGT4HUYStN,44718151.0,Butter,2021-09-28,BTS,"['k-pop', 'k-pop boy group']",0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,4,0.66,2.7407,0.4132764725769429
7sO5G9EABYOXQKNPNiE9NR,44642994.0,Ric Flair Drip (with Metro Boomin),2021-12-29,Offset,"['atl hip hop', 'rap', 'trap']",0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,4,0.85,2.88,0.3540234520963944
1J14CdDAvBTE1AJYUOwl6C,44307767.0,Arcade,2021-08-19,Duncan Laurence,['dutch pop'],0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,3,0.78,3.085783333333333,0.1880082325517944
0lnpnsrVaW9elGgRxpDCgE,44261429.0,Fancy Like,2021-12-31,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,4,0.65,2.69755,0.2354640300357653
1dg3qy5DjoJodawfOCgrTP,43512351.0,Run It Up (feat. Offset & Moneybagg Yo),2021-08-15,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,4,0.84,3.8674666666666666,0.4727904673218703
4bHsxqR3GMrXTxEPLuK5ue,43108557.0,Don't Stop Believin',2021-12-31,Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,4,0.84,4.183116666666667,0.4657975432831749
29TPjc8wxfz4XMn21O7VsZ,43038703.0,Sky,2021-12-31,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,4,0.88,3.2205666666666666,0.5911126400512459
4aarlAfLKVCTxUDNgbwhjH,43013436.0,Cry Baby (feat. DaBaby),2021-05-16,Megan Thee Stallion,"['dance pop', 'houston rap', 'pop', 'trap queen']",0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,4,0.75,2.299733333333333,0.5322629434338282
7vQbuQcyTflfCIOu3Uzzya,42964590.0,Jingle Bell Rock,2021-12-27,Bobby Helms,['adult standards'],0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,4,0.77,2.1828833333333333,0.4708568852721546
2HSmyk2qMN8WQjuGhaQgCk,42852511.0,Champagne Poetry,2021-11-11,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,4,0.81,5.608516666666667,0.2753515738527511
3ee8Jmje8o58CHK66QrVC2,42620498.0,SAD!,2021-12-31,XXXTENTACION,"['emo rap', 'miami hip hop']",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,4,0.87,2.7767666666666666,0.205837519795491
46IZ0fSY2mpAiktS3KOqds,42532679.0,Easy On Me,2021-12-31,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,4,0.9,3.744916666666666,0.6029810378471996
0RbW8kWozrVSIGb4V13o0o,42336555.0,Hurricane,2021-10-03,Kanye West,"['chicago rap', 'rap']",0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,4,0.43,4.053116666666667,0.2354106489362333
1fxYz1s15pyZLsJT0Hdh1m,42263409.0,Late At Night,2021-10-07,Roddy Ricch,"['melodic rap', 'rap', 'trap']",0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,4,0.78,2.911366666666667,0.3453223328726743
0lkQOB949M2gLyut86aJ1b,41875253.0,Cigarette Daydreams,2021-10-05,Cage The Elephant,"['modern rock', 'punk blues', 'rock']",0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,4,0.32,3.4793333333333334,0.436900574736505
1t9WgS8FN0534tLBRwbaxO,41802700.0,Whoopty,2021-06-10,CJ,['nyc rap'],0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,4,0.76,2.054383333333333,0.5924234426064211
6f3Slt0GbA2bPZlz0aIFXN,41687111.0,The Business,2021-06-19,TiÃÂ«sto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,4,0.88,2.7333333333333334,0.4727904673218703
0mKnuxVkPi5h0kuvZl44VM,41507618.0,Cover Me Up,2021-12-31,Morgan Wallen,['contemporary country'],0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,3,0.79,4.895116666666667,0.5201157776736517
21UkXrc9kD48rNpTMI2ecz,41391302.0,Never Left,2021-08-26,Lil Tecca,"['melodic rap', 'pluggnb', 'rap', 'trap']",0.807,0.659,11,-6.92,1,0.332,0.0224,0.0,0.309,0.438,4,0.75,2.812116666666667,0.249977757875195
0cu0rhnlCnJ7JIeHRiLpj3,41233267.0,Ball If I Want To,2021-10-09,DaBaby,"['north carolina hip hop', 'rap', 'trap']",0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,4,0.8,1.8757833333333327,0.5909287718195245
2xLMifQCjDGFmkHkpNLD9h,41217983.0,SICKO MODE,2021-11-11,Travis Scott,"['rap', 'slap house']",0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,4,0.85,5.213666666666667,0.6802472138031662
3Uo7WG0vmLQ07WB4BDwy7D,40981206.0,willow,2021-04-29,Taylor Swift,['pop'],0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,4,0.74,3.57845,0.2410571830200653
7eJMfftS33KTjuF7lTsMCx,40109309.0,death bed (coffee for your head),2021-07-12,"Powfu, beabadoobee","['lo-fi chill', 'sad rap']",0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,4,0.87,2.888883333333333,0.6151104099075322
7KA4W4McWYRpgf0fWsJZWB,39848237.0,See You Again (feat. Kali Uchis),2021-12-31,"Tyler, The Creator","['hip hop', 'rap']",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,4,0.86,3.00645,0.2268044294450145
6fRxMU4LWwyaSSowV441IU,39663826.0,Beautiful Mistakes (feat. Megan Thee Stallion),2021-06-10,Maroon 5,"['pop', 'pop rock']",0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,4,0.36,3.7899166666666666,0.348335399379593
6Ozh9Ok6h4Oi1wUSLtBseN,39635131.0,BOP,2021-07-14,DaBaby,"['north carolina hip hop', 'rap', 'trap']",0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,4,0.81,2.6619166666666665,0.5127610484047948
31qCy5ZaophVA81wtlwLc4,39580946.0,Anyone,2021-03-18,Justin Bieber,"['canadian pop', 'pop']",0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,4,0.81,3.17965,0.4481936429041691
30QR0ndUdiiMQMA9g1PGCm,39507605.0,"...And to Those I Love, Thanks for Sticking Around",2021-12-31,$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,4,0.85,2.8081666666666667,0.436918368436349
0NmuYnjETG3u3qx0OmEJev,39500150.0,Lil Bit,2021-08-26,"Nelly, Florida Georgia Line","['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,4,0.76,3.266033333333333,0.4725294930574914
7BoobGhD4x5K96Me0hqC8Q,38791472.0,Build a Bitch,2021-08-19,Bella Poarch,['modern alternative pop'],0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,4,0.82,2.0462166666666666,0.3713663782110214
43CIWpJaJHRcI4mUSjqgc2,38692795.0,Bad Boy (with Young Thug),2021-04-29,Juice WRLD,"['chicago rap', 'melodic rap']",0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,4,0.77,2.622583333333333,0.2444617109235523
5MwynWK9s4hlyKHqhkNn4A,38586485.0,Chasin' You,2021-08-01,Morgan Wallen,['contemporary country'],0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,4,0.79,3.4242166666666667,0.3366271448822353
1zejeOnykpCoyVSit6Bwp3,38505781.0,hope ur ok,2021-08-09,Olivia Rodrigo,['pop'],0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,4,0.8,3.4926666666666666,0.2190641700128707
4TIqzdAssasqx3DAe6cG9J,38205698.0,Ramen & OJ,2021-08-25,"Joyner Lucas, Lil Baby","['boston hip hop', 'hip hop', 'pop rap', 'rap']",0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,3,0.8,3.6408,0.390731854874584
2B4GHvToeLTOBB4QLzW3Ni,38090857.0,Pepas,2021-12-31,Farruko,"['latin', 'reggaeton', 'trap latino']",0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,4,0.86,4.785333333333333,0.5319248631367921
2Xr1dTzJee307rmrkt8c0g,37817029.0,love nwantiti (ah ah ah),2021-12-31,CKay,['afro r&b'],0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,4,0.93,2.43,0.3124929566604784
6zFMeegAMYQo0mt8rXtrli,37730827.0,HOLIDAY,2021-05-02,Lil Nas X,"['lgbtq+ hip hop', 'pop']",0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,4,0.81,2.5833,0.662091708728996
7sMBvZCSUl99bJLXZaLa0b,37581133.0,Smokin Out The Window,2021-12-31,"Bruno Mars, Anderson .Paak, Silk Sonic","['dance pop', 'pop']",0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,4,0.81,3.2907166666666665,0.2473976713978137
5JKnYZOhSP7rOK0jPYcCjV,37553305.0,t r a n s p a r e n t s o u l feat. Travis Barker,2021-11-11,WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.374,0.83,11,-5.203,0,0.0584,0.00213,0.0,0.15,0.204,4,0.75,2.806633333333333,0.295796534973517
5zFglKYiknIxks8geR8rcL,37275465.0,Beautiful Mistakes (feat. Megan Thee Stallion),2021-09-18,Maroon 5,"['pop', 'pop rock']",0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,4,0.86,3.7899166666666666,0.348335399379593
2vmfvSoZBFAt9hhRoEByLi,36710777.0,VolvÃÂ­,2021-11-14,"Aventura, Bad Bunny","['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,4,0.92,3.835416666666666,0.8041388145837164
2rPHUAeUPbNgTmK18FPTiZ,36571892.0,GO (feat. Juice WRLD),2021-08-04,The Kid LAROI,['australian hip hop'],0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,4,0.79,3.0281333333333333,0.1984590655935088
